#{"t_start": 1537419567.2716467, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,941,4.752056
-19.0,990,7.495029
-21.0,814,9.581679
-21.0,1024,12.195881
-20.0,929,14.680423
-18.0,1273,17.986737
-20.0,898,20.329015
-19.0,926,22.783393
-21.0,1028,25.460618
-19.0,1000,28.063335
-21.0,909,33.282628
-21.0,783,38.263999
-21.0,884,43.896242
-20.0,983,50.189793
-21.0,782,55.186861
-21.0,1016,61.667836
-20.0,896,67.455078
-21.0,819,72.736059
-19.0,993,79.1408
-20.0,1020,85.645873
-21.0,846,91.11504
-20.0,924,97.069115
-20.0,895,102.8189
-21.0,823,108.105659
-21.0,807,113.278605
-21.0,861,118.829384
-20.0,962,125.426165
-20.0,925,131.850645
-21.0,809,137.468269
-19.0,1120,145.260541
-21.0,827,150.676806
-21.0,804,155.905769
-20.0,957,162.051327
-20.0,836,167.365282
-21.0,780,172.350003
-20.0,841,177.725938
-20.0,921,183.626669
-20.0,915,189.495245
-21.0,789,194.602857
-21.0,762,199.495255
-20.0,915,205.388957
-20.0,926,211.376094
-19.0,1123,218.607174
-21.0,941,224.652158
-20.0,915,230.553278
-21.0,786,235.608498
-21.0,846,241.500499
-21.0,837,247.519607
-19.0,936,253.587471
-20.0,995,260.611496
-21.0,820,266.148422
-20.0,916,272.257721
-18.0,1188,279.915198
-21.0,871,285.560546
-20.0,892,291.234271
-21.0,1000,297.660304
-21.0,968,303.79955
-20.0,837,309.145831
-21.0,1139,316.450251
-21.0,880,322.085343
-20.0,902,327.830232
-21.0,850,333.26298
-20.0,926,339.157715
-20.0,926,345.100568
-21.0,914,350.932433
-21.0,783,355.921601
-20.0,946,361.938122
-20.0,961,368.056256
-21.0,836,373.39973
-20.0,898,379.115839
-20.0,994,385.516133
-18.0,1095,392.543043
-20.0,928,398.431536
-20.0,945,404.435544
-21.0,897,410.143898
-18.0,1193,417.71392
-21.0,876,423.333803
-18.0,1157,430.730563
-21.0,868,436.283714
-19.0,936,442.196862
-21.0,972,448.369913
-20.0,897,454.055498
-21.0,866,459.531713
-20.0,930,465.394711
-20.0,899,471.078
-21.0,999,477.493365
-21.0,835,482.807118
-21.0,849,488.185833
-19.0,1061,494.926125
-19.0,1321,503.218275
-19.0,929,509.116224
-21.0,905,514.648546
-20.0,1022,521.238803
-21.0,899,526.905628
-21.0,1016,533.332684
-21.0,781,538.293086
-21.0,801,543.406327
-19.0,1034,550.02159
-21.0,914,555.865812
-21.0,1128,563.059511
-19.0,1009,569.466351
-20.0,1031,575.996309
-21.0,1094,582.830604
-20.0,1093,589.811069
-21.0,1112,596.651834
-19.0,1056,603.457713
-20.0,1194,619.726697
-19.0,1150,627.241266
-20.0,1256,635.365521
-21.0,1275,643.682785
-20.0,1122,651.016004
-19.0,1295,659.443499
-14.0,1666,670.327711
-19.0,1266,678.588987
-19.0,1144,689.200316
-16.0,1313,697.697143
-19.0,1144,705.129239
-19.0,1315,713.667279
-21.0,1088,720.730394
-19.0,1082,727.750114
-19.0,1237,735.778168
-19.0,1349,744.587137
-20.0,1045,753.853374
-17.0,1383,762.839599
-20.0,1330,771.481808
-17.0,1496,781.206816
-21.0,922,787.183551
-19.0,1341,796.003487
-21.0,1068,802.942719
-18.0,1179,810.678213
-18.0,1317,819.296767
-16.0,1580,829.599006
-17.0,1189,837.392477
-20.0,1324,846.078629
-18.0,1218,854.058257
-19.0,1132,861.504577
-19.0,1340,870.253132
-18.0,1271,878.524174
-17.0,1401,889.199902
-18.0,1692,900.189573
-16.0,1341,908.953893
-19.0,1298,917.480967
-14.0,1697,928.500564
-21.0,1206,936.395158
-17.0,1360,945.27408
-19.0,1121,953.085864
-18.0,1571,963.636572
-19.0,1411,972.797533
-17.0,1580,983.142276
-13.0,2226,997.663785
-17.0,1655,1008.475222
-15.0,1683,1019.693809
-20.0,1260,1028.003478
-17.0,1432,1037.428413
-14.0,1656,1048.241347
-16.0,1539,1058.261663
-18.0,1362,1067.159633
-16.0,1649,1077.907194
-19.0,1507,1089.152856
-19.0,1494,1098.857043
-18.0,1451,1108.339967
-18.0,1370,1117.380406
-19.0,1359,1126.191891
-20.0,1237,1134.281462
-20.0,1257,1142.441781
-16.0,1458,1152.955879
-16.0,1684,1163.956298
-15.0,1829,1175.943659
-14.0,2365,1191.366879
-16.0,1830,1203.318961
-10.0,2084,1217.568321
-13.0,1740,1228.984164
-17.0,1647,1239.7439
-20.0,1247,1247.887416
-15.0,1797,1259.582308
-19.0,1482,1269.269259
-11.0,2230,1285.578519
-18.0,1451,1295.093213
-18.0,1856,1307.254478
-12.0,2224,1321.88261
-15.0,1778,1333.522723
-18.0,1631,1344.256831
-14.0,1899,1359.534211
-14.0,1940,1372.204648
-18.0,1585,1382.557793
-10.0,2040,1395.921206
-10.0,2203,1410.330609
-13.0,1853,1424.458323
-14.0,2178,1438.656935
-18.0,1527,1448.600979
-12.0,2229,1463.244878
-15.0,1821,1475.084773
-12.0,2215,1491.217779
-13.0,2171,1505.454821
-11.0,2117,1519.918234
-14.0,2006,1532.990344
-14.0,2022,1546.199964
-18.0,1550,1556.835427
-10.0,2471,1572.964063
-16.0,1843,1585.09956
-12.0,2234,1599.758156
-11.0,2681,1617.268823
-5.0,2925,1637.954048
-13.0,2240,1652.588117
-11.0,2399,1668.207044
-11.0,2153,1682.239177
-19.0,1968,1695.608981
-12.0,2470,1711.84515
-15.0,2254,1726.610077
-12.0,2284,1741.519917
5.0,3240,1766.333201
-2.0,3066,1786.306767
-10.0,2666,1803.656229
-11.0,2594,1820.581398
