#{"t_start": 1539935378.0667176, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,842,4.134653
-20.0,953,6.345218
-21.0,781,8.155425
-20.0,1049,10.595969
-21.0,877,12.633092
-21.0,999,14.948507
-20.0,926,17.103804
-21.0,883,19.147139
-20.0,900,21.276856
-21.0,851,23.359324
-20.0,1067,26.416977
-20.0,874,31.827025
-21.0,843,36.968213
-21.0,791,41.828091
-19.0,1076,48.416442
-19.0,961,54.267829
-21.0,817,59.274531
-19.0,1021,65.538768
-21.0,787,70.363237
-21.0,879,75.777253
-21.0,822,80.841575
-21.0,818,85.900854
-20.0,913,91.516172
-21.0,781,96.307037
-21.0,823,101.345071
-20.0,912,106.939341
-19.0,933,112.648219
-21.0,823,117.686662
-20.0,946,123.482462
-19.0,1116,130.277911
-21.0,821,135.29248
-21.0,896,140.766688
-21.0,907,146.334689
-20.0,1043,152.711484
-19.0,936,158.452029
-21.0,973,164.46283
-20.0,929,170.191622
-21.0,877,175.598765
-20.0,925,181.263013
-18.0,1115,188.109864
-21.0,900,193.617666
-21.0,997,199.771127
-20.0,946,205.589583
-19.0,1060,212.09484
-21.0,758,216.755242
-21.0,791,221.62869
-21.0,777,226.387294
-19.0,974,232.366047
-19.0,1017,238.617797
-21.0,913,244.230364
-20.0,899,249.77697
-21.0,907,255.372648
-20.0,855,260.646807
-21.0,1030,267.059506
-21.0,820,272.080538
-19.0,1010,278.304291
-20.0,834,283.441569
-21.0,789,288.320593
-21.0,791,293.18913
-21.0,777,297.979281
-20.0,842,303.218143
-20.0,955,309.081153
-20.0,1064,315.611219
-21.0,820,320.62807
-21.0,837,325.788786
-19.0,1110,332.642621
-21.0,847,337.861391
-21.0,822,342.956575
-20.0,960,348.842291
-21.0,946,354.65787
-21.0,816,359.699337
-19.0,1061,366.248105
-21.0,1109,373.033953
-20.0,1036,379.384377
-21.0,825,384.410332
-20.0,957,390.258973
-20.0,1034,396.573992
-21.0,761,401.246508
-21.0,851,406.461326
-20.0,857,411.681833
-21.0,940,417.448678
-20.0,925,423.157894
-21.0,912,428.76685
-21.0,883,434.20173
-21.0,781,439.014792
-21.0,889,444.887249
-20.0,899,450.550256
-20.0,925,456.26405
-20.0,835,461.414843
-21.0,884,466.89889
-20.0,1078,473.544145
-21.0,956,479.452817
-21.0,819,484.510453
-20.0,990,490.630652
-21.0,864,496.071319
-20.0,914,501.794536
-20.0,1089,508.643383
-20.0,1142,515.653027
-19.0,1036,522.097394
-17.0,1282,530.006971
-21.0,1019,536.299941
-20.0,1143,543.344253
-20.0,919,549.024076
-20.0,1006,555.211434
-20.0,1015,561.484081
-20.0,896,567.048324
-18.0,1062,573.634963
-20.0,1029,580.002661
-20.0,1098,594.494218
-19.0,1083,601.195349
-18.0,1221,608.671302
-18.0,1154,615.750076
-20.0,987,621.83896
-21.0,1049,628.329904
-18.0,1224,635.931766
-20.0,1154,643.139656
-18.0,1314,654.311677
-19.0,1265,663.695794
-21.0,1113,670.514417
-19.0,1257,678.27656
-21.0,939,684.066739
-20.0,941,689.853005
-20.0,1258,697.581878
-20.0,1064,704.117734
-21.0,1146,711.201046
-18.0,1540,725.533765
-20.0,1258,733.36823
-17.0,1523,742.786939
-19.0,1441,751.722451
-18.0,1222,759.326003
-21.0,1187,766.698386
-19.0,1117,773.59524
-20.0,1324,781.813943
-19.0,1313,790.426187
-20.0,1334,798.713917
-16.0,1452,807.738356
-19.0,1300,815.773438
-19.0,1286,823.776947
-17.0,1494,833.082402
-18.0,1271,840.940503
-17.0,1476,853.75507
-16.0,1667,864.118122
-21.0,1282,872.059815
-17.0,1489,881.340089
-21.0,937,887.141394
-20.0,1149,894.258871
-17.0,1670,904.66373
-21.0,1169,912.224854
-20.0,1416,923.737343
-18.0,1381,932.397772
-17.0,1368,940.870909
-16.0,1469,949.979419
-20.0,1539,959.522988
-20.0,1253,967.328794
-17.0,1690,977.815562
-19.0,1456,988.782655
-19.0,1310,996.924697
-21.0,1218,1004.523807
-18.0,1592,1014.421839
-17.0,1758,1025.348986
-17.0,1639,1035.537653
-12.0,2069,1050.90872
-17.0,1552,1060.510089
-20.0,1297,1068.529985
-16.0,1742,1079.336307
-13.0,1976,1091.591203
-12.0,1903,1103.690707
-18.0,1652,1114.590945
-16.0,1850,1126.177959
-14.0,2037,1139.279247
-18.0,1493,1148.561874
-16.0,1776,1159.556387
-17.0,1470,1168.695815
-13.0,1668,1181.206951
-16.0,1502,1190.515944
-14.0,2053,1203.261108
-9.0,2326,1217.708695
-18.0,1520,1227.191631
-15.0,1935,1239.601997
-15.0,1593,1249.579931
-17.0,1756,1260.518006
-14.0,2231,1274.400584
-17.0,1891,1286.169642
-14.0,1891,1298.578434
