#{"env_id": "GopherNoFrameskip-v4", "t_start": 1537907343.0276544}
r,l,t
440.0,922,4.467021
580.0,1137,7.296831
380.0,966,10.301395
320.0,968,13.154823
180.0,752,15.646975
1200.0,1823,21.973354
260.0,741,23.934071
760.0,1409,27.432515
320.0,1017,30.841176
160.0,867,36.1657
380.0,688,40.716599
680.0,1518,51.467028
360.0,1143,59.514408
0.0,614,63.699349
240.0,1280,72.355683
180.0,796,77.718414
240.0,773,82.963854
100.0,709,87.927278
700.0,1158,96.021678
0.0,664,100.566649
420.0,994,107.40346
440.0,1050,114.682348
340.0,1006,121.832987
380.0,744,126.828994
240.0,814,132.318647
420.0,1086,139.748405
580.0,911,145.952998
80.0,715,150.773854
200.0,810,156.293905
700.0,1400,165.82243
400.0,928,172.204725
380.0,833,177.808144
240.0,1028,184.874708
700.0,1065,192.405608
340.0,825,198.241769
500.0,1027,205.59965
440.0,1077,212.865505
60.0,747,217.959721
1220.0,1236,227.276341
240.0,729,233.698503
1380.0,1746,252.596851
160.0,630,257.780579
560.0,1399,269.622415
600.0,1460,285.961169
760.0,1108,300.745243
980.0,1276,317.992192
80.0,499,324.608599
920.0,1085,339.239809
120.0,568,346.640668
520.0,1025,360.015469
340.0,1226,376.797783
80.0,718,386.2621
260.0,905,398.595805
420.0,1101,413.433095
80.0,725,424.042637
180.0,542,431.664673
240.0,681,441.961395
100.0,385,447.435724
80.0,503,454.892388
560.0,1442,476.595154
660.0,1274,495.037116
620.0,1131,511.635157
160.0,841,524.23921
360.0,737,535.177916
260.0,749,544.925845
160.0,545,553.030651
760.0,1295,572.357216
660.0,1048,587.6381
440.0,750,597.362252
700.0,1482,617.3309
180.0,729,624.584947
240.0,662,630.824707
460.0,947,641.887508
520.0,891,654.945322
560.0,955,669.789669
320.0,1019,684.607113
220.0,759,695.70404
200.0,892,707.923963
400.0,1011,722.310392
260.0,728,732.153819
260.0,1065,746.617894
340.0,1136,762.14102
200.0,1133,777.581884
80.0,640,786.785095
140.0,659,795.480593
140.0,750,805.265791
620.0,1143,821.572018
280.0,824,832.735714
180.0,776,843.640795
800.0,1330,862.537146
700.0,1176,878.151029
60.0,492,884.990991
240.0,722,894.75602
360.0,829,905.397959
740.0,1127,921.269898
480.0,886,933.54188
820.0,1287,951.568907
260.0,696,960.152194
700.0,1160,974.570411
160.0,508,983.235287
560.0,1028,999.105669
780.0,1591,1022.386534
940.0,1155,1038.232417
1060.0,1484,1059.497077
700.0,1145,1076.457335
1140.0,1314,1094.936713
